GISID,area,reason,is_strict_replacement,current_material,snapshot_material,update_date,status_date,month
112665,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112666,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1763704800000,,2025-11
112670,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112671,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112676,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112682,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112684,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
112685,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
112686,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
112701,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1720591200000,,2024-07
112721,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1556258400000,,2019-04
112748,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
112758,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1689141600000,,2023-07
112773,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1479276000000,,2016-11
112776,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1718172000000,,2024-06
112795,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1718172000000,,2024-06
112796,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112797,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1718172000000,,2024-06
112798,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1763704800000,,2025-11
112825,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1474351200000,,2016-09
112846,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1484805600000,,2017-01
112894,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1549260000000,,2019-02
112896,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1549260000000,,2019-02
112897,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1549260000000,,2019-02
112898,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1549260000000,,2019-02
112899,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1530079200000,,2018-06
113002,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1686549600000,,2023-06
113031,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113076,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1644472800000,,2022-02
113078,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1556085600000,,2019-04
113085,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1704693600000,,2024-01
113116,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113171,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1705989600000,20041203,2024-01
113291,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1540360800000,,2018-10
113292,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1641794400000,,2022-01
113296,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1635832800000,,2021-11
113297,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1635832800000,,2021-11
113300,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1764828000000,,2025-12
113301,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1764828000000,,2025-12
113303,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1566280800000,,2019-08
113314,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1690524000000,,2023-07
113319,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1584511200000,,2020-03
113324,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113327,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1489125600000,,2017-03
113337,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1520834400000,,2018-03
113339,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113356,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1595311200000,,2020-07
113368,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1474437600000,,2016-09
113369,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1474437600000,,2016-09
113373,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1474437600000,,2016-09
113389,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1463119200000,,2016-05
113394,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1462168800000,,2016-05
113395,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1462168800000,,2016-05
113423,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1520834400000,,2018-03
113447,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1764828000000,,2025-12
113448,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1764828000000,,2025-12
113452,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113502,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1509429600000,,2017-10
113795,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1658124000000,,2022-07
113935,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19560822,2024-01
113966,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
113973,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1529992800000,,2018-06
114112,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1509516000000,,2017-11
114115,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1691992800000,,2023-08
114183,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1641535200000,,2022-01
114184,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1641535200000,,2022-01
114461,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717135200000,,2024-05
114462,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717048800000,,2024-05
114463,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717048800000,,2024-05
114465,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717135200000,,2024-05
114473,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
114497,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1763704800000,,2025-11
114562,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1490767200000,,2017-03
114611,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1690351200000,,2023-07
114626,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1650348000000,,2022-04
114632,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717048800000,,2024-05
114654,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1489557600000,,2017-03
114655,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1634277600000,,2021-10
114736,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1634277600000,,2021-10
114737,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1634277600000,,2021-10
114805,ROSEMONT/MOUNT ROYAL,lead_with_updated_record,N,Pb,Pb,1581055200000,,2020-02
114807,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1582092000000,,2020-02
114888,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1582696800000,,2020-02
114890,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1493877600000,,2017-05
114895,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1493877600000,,2017-05
114905,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1644386400000,,2022-02
114947,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1732773600000,,2024-11
114951,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1536127200000,,2018-09
114952,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1536127200000,,2018-09
115007,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1737612000000,,2025-01
115013,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1590559200000,20200513,2020-05
115022,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1474264800000,,2016-09
115053,WAREHOUSE DISTRICT,lead_with_updated_record,N,Pb,Pb,1464328800000,,2016-05
115089,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115158,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115166,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1554962400000,,2019-04
115184,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1490940000000,,2017-03
115201,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1472018400000,,2016-08
115202,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1472018400000,,2016-08
115220,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1610085600000,,2021-01
115221,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1610344800000,20201227,2021-01
115222,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
115223,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
115225,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,20040413,2024-01
115230,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115242,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1529474400000,,2018-06
115245,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115251,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1762754400000,,2025-11
115298,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1654840800000,,2022-06
115321,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1745560800000,,2025-04
115325,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1610949600000,,2021-01
115339,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1518674400000,,2018-02
115353,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1694671200000,,2023-09
115362,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1675058400000,20230110,2023-01
115374,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19830606,2024-01
115383,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1690437600000,,2023-07
115389,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1723010400000,,2024-08
115390,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1723010400000,,2024-08
115396,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115399,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115423,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1536732000000,,2018-09
115428,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1583388000000,,2020-03
115429,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1583388000000,,2020-03
115478,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1705903200000,,2024-01
115479,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1705903200000,,2024-01
115485,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115486,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115493,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115494,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115495,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115496,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1706076000000,,2024-01
115570,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1623132000000,,2021-06
115571,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1623132000000,,2021-06
115581,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115589,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1659938400000,,2022-08
115679,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1485756000000,,2017-01
115684,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
115685,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1485496800000,,2017-01
115739,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1536732000000,,2018-09
115743,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1526018400000,,2018-05
115795,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19811027,2024-01
115797,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19811027,2024-01
115798,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19811027,2024-01
116606,NORTHEAST,lead_with_updated_record,N,Pb,Pb,1705989600000,1976,2024-01
116888,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1497592800000,,2017-06
116927,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1489471200000,,2017-03
117177,NORTHEAST,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
121707,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1717394400000,,2024-06
121760,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1463119200000,,2016-05
130193,NORTH CENTRAL,material_changed_from_lead,Y,CI,Pb,1585548000000,,2020-03
130202,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
130390,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1718172000000,,2024-06
139535,MCNAB,material_changed_from_lead,Y,Cu,Pb,1654495200000,,2022-06
139616,MCNAB,material_changed_from_lead,Y,Cu,Pb,1759125600000,,2025-09
139638,MCNAB,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
139664,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582696800000,,2020-02
139701,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
139702,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1496728800000,,2017-06
139703,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
139710,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
139811,MCNAB,lead_with_updated_record,N,Pb,Pb,1549432800000,,2019-02
139879,MCNAB,material_changed_from_lead,Y,Cu,Pb,1501221600000,,2017-07
139880,MCNAB,material_changed_from_lead,Y,Cu,Pb,1501221600000,,2017-07
139903,MCNAB,material_changed_from_lead,Y,Cu,Pb,1615788000000,,2021-03
139907,MCNAB,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
139914,MCNAB,material_changed_from_lead,Y,Cu,Pb,1559196000000,,2019-05
139957,MCNAB,lead_with_updated_record,N,Pb,Pb,1718172000000,,2024-06
140001,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19650806,2024-01
140043,MCNAB,material_changed_from_lead,Y,Cu,Pb,1686636000000,,2023-06
140050,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
140051,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
140053,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
140090,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
140148,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1549951200000,,2019-02
140215,MCNAB,lead_with_updated_record,N,Pb,Pb,1705989600000,1963,2024-01
145297,HERITAGE,lead_with_updated_record,N,Pb,Pb,1550037600000,,2019-02
146256,EASTVIEW,lead_with_updated_record,N,Pb,Pb,1504159200000,,2017-08
147231,AL RITCHIE,lead_with_updated_record,N,Pb,Pb,1557468000000,,2019-05
147271,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,20110903,2024-01
147542,AL RITCHIE,material_changed_from_lead,Y,Cu,Pb,1715752800000,,2024-05
147566,AL RITCHIE,lead_with_updated_record,N,Pb,Pb,1516687200000,,2018-01
149442,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1702360800000,,2023-12
149443,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1702360800000,,2023-12
149781,HERITAGE,lead_with_updated_record,N,Pb,Pb,1463464800000,,2016-05
149782,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1706680800000,,2024-01
149843,AL RITCHIE,material_changed_from_lead,Y,Cu,Pb,1557813600000,,2019-05
149848,AL RITCHIE,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
470545,HERITAGE,lead_with_updated_record,N,Pb,Pb,1552370400000,,2019-03
151366,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
151367,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
151681,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19571220,2024-01
151682,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19571220,2024-01
151684,HERITAGE,lead_with_updated_record,N,Pb,Pb,1765346400000,2025,2025-12
151691,HERITAGE,lead_with_updated_record,N,Pb,Pb,1765346400000,2025,2025-12
151692,HERITAGE,lead_with_updated_record,N,Pb,Pb,1765346400000,2025,2025-12
151693,HERITAGE,lead_with_updated_record,N,Pb,Pb,1765346400000,2025,2025-12
151697,HERITAGE,lead_with_updated_record,N,Pb,Pb,1765346400000,2025,2025-12
152001,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19680709,2024-01
152002,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19680709,2024-01
152004,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152010,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1669701600000,,2022-11
152011,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1669701600000,,2022-11
152020,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1755496800000,,2025-08
152022,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152024,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19680709,2024-01
152028,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152321,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152322,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152331,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19621220,2024-01
152332,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152333,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152346,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152352,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,20111020,2024-01
152354,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1706680800000,,2024-01
152356,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
152363,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
164530,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1716962400000,,2024-05
164812,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1691992800000,,2023-08
164814,ROSEMONT/MOUNT ROYAL,material_changed_from_lead,Y,Cu,Pb,1691992800000,,2023-08
167708,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1583128800000,,2020-03
168026,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
168366,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19791110,2024-01
168368,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19791110,2024-01
168370,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19791110,2024-01
168372,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19791109,2024-01
168374,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19791109,2024-01
168382,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
168386,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19810501,2024-01
168387,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19810501,2024-01
168388,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,19820607,2024-01
168393,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
168394,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
168397,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
168398,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
168400,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1978,2024-01
170900,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1978,2024-01
170902,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1978,2024-01
171219,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
171220,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
171221,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1974,2024-01
171226,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
171228,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1978,2024-01
171229,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
171559,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
171567,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,20111020,2024-01
172201,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1529560800000,,2018-06
172528,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1691992800000,,2023-08
172544,NORTH CENTRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,20030914,2024-01
173514,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1764050400000,,2025-11
174460,HERITAGE,lead_with_updated_record,N,Pb,Pb,1580968800000,,2020-02
174502,HERITAGE,lead_with_updated_record,N,Pb,Pb,1563861600000,,2019-07
174507,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
174756,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1717480800000,,2024-06
174767,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1584338400000,,2020-03
177331,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1584338400000,,2020-03
177335,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583992800000,,2020-03
177337,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
177342,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1745301600000,,2025-04
177347,ROSS INDUSTRIAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
177348,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
177922,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
178602,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1552456800000,,2019-03
178604,HERITAGE,lead_with_updated_record,N,Pb,Pb,1718172000000,,2024-06
178606,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
178899,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
178901,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179132,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1983,2024-01
179138,HERITAGE,lead_with_updated_record,N,Pb,Pb,1470636000000,,2016-08
179142,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1572415200000,,2019-10
179168,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1584338400000,,2020-03
179171,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1584338400000,,2020-03
179173,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583992800000,,2020-03
179177,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179179,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179181,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179186,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1669701600000,,2022-11
179188,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1771567200000,,2026-02
179223,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179225,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583301600000,,2020-03
179239,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1704952800000,,2024-01
179241,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1583906400000,,2020-03
179249,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1704952800000,,2024-01
179257,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1704952800000,,2024-01
179263,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1704952800000,,2024-01
179265,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1704952800000,,2024-01
179277,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179286,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1999,2024-01
179294,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179315,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179538,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179539,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179861,HERITAGE,lead_with_updated_record,N,Pb,Pb,1718172000000,19630905,2024-06
179866,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1718172000000,,2024-06
179870,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1690351200000,,2023-07
179873,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,1975,2024-01
179875,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179923,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
179932,HERITAGE,lead_with_updated_record,N,Pb,Pb,1573711200000,,2019-11
179934,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1582696800000,,2020-02
179948,HERITAGE,lead_with_updated_record,N,Pb,Pb,1718172000000,20110812,2024-06
180162,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
180174,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
180175,HERITAGE,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
180181,HERITAGE,lead_with_updated_record,N,Pb,Pb,1564466400000,,2019-07
180190,HERITAGE,material_changed_from_lead,Y,Cu,Pb,1769061600000,,2026-01
